Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,Combined
normal,female,vegetarian,daily,wood,public,,sometimes,249,never,361,large,2,3,10,19,No,"['Paper', 'Metal']","['Stove', 'Oven']",888,public
obese,male,pescatarian,more frequently,coal,public,,often,170,rarely,1496,small,1,4,41,11,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2379,public
overweight,female,vegan,daily,wood,walk/bicycle,,sometimes,75,frequently,59,large,6,4,38,24,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],1971,walk/bicycle
obese,female,vegan,daily,wood,public,,never,121,very frequently,752,small,1,14,21,3,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2268,public
normal,male,vegan,more frequently,natural gas,private,diesel,sometimes,228,rarely,8003,extra large,7,18,24,5,Yes,"['Plastic', 'Glass']","['Stove', 'Oven']",4299,private - diesel
overweight,female,vegetarian,more frequently,electricity,private,hybrid,often,196,rarely,5308,large,5,10,18,14,Yes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2297,private - hybrid
obese,male,omnivore,less frequently,electricity,public,,often,121,rarely,235,small,5,0,4,18,No,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1213,public
underweight,male,omnivore,daily,coal,private,diesel,often,227,frequently,6512,small,1,21,49,19,Sometimes,"['Paper', 'Metal']",['Oven'],4048,private - diesel
obese,male,pescatarian,daily,coal,walk/bicycle,,sometimes,287,rarely,7,small,2,2,25,16,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",1950,walk/bicycle
overweight,female,omnivore,less frequently,wood,public,,never,58,rarely,1901,small,5,20,15,0,No,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1149,public
overweight,female,pescatarian,more frequently,wood,public,,often,114,never,1334,large,4,24,26,6,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1365,public
underweight,male,vegetarian,more frequently,coal,private,electric,often,219,rarely,6840,large,7,15,24,7,No,"['Paper', 'Glass']",['Microwave'],1966,private - electric
underweight,female,pescatarian,daily,wood,walk/bicycle,,sometimes,57,very frequently,70,large,2,1,13,0,Sometimes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1965,walk/bicycle
overweight,male,omnivore,daily,coal,private,diesel,never,133,very frequently,3371,small,6,3,43,12,Sometimes,"['Paper', 'Glass', 'Metal']",[],3934,private - diesel
normal,male,omnivore,more frequently,wood,private,petrol,never,183,never,8669,small,5,10,31,17,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']",4684,private - petrol
overweight,female,vegan,more frequently,electricity,walk/bicycle,,never,128,frequently,70,extra large,4,7,10,18,Yes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",1564,walk/bicycle
normal,male,vegetarian,twice a day,coal,public,,often,281,frequently,98,large,5,16,19,19,Yes,[],"['Stove', 'Oven', 'Microwave']",2677,public
underweight,female,vegetarian,more frequently,natural gas,walk/bicycle,,sometimes,242,rarely,22,medium,7,5,13,8,Yes,"['Plastic', 'Glass', 'Metal']",[],1101,walk/bicycle
overweight,female,pescatarian,twice a day,natural gas,walk/bicycle,,sometimes,208,very frequently,96,extra large,4,17,50,12,No,['Plastic'],[],3189,walk/bicycle
underweight,male,pescatarian,less frequently,natural gas,public,,sometimes,255,rarely,282,extra large,1,8,14,9,Yes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1279,public
obese,male,omnivore,more frequently,electricity,private,petrol,often,241,very frequently,4501,extra large,1,3,25,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",4878,private - petrol
underweight,male,pescatarian,less frequently,natural gas,public,,sometimes,63,rarely,1561,large,4,18,29,2,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",1547,public
normal,male,vegan,more frequently,wood,private,hybrid,never,261,never,7084,small,6,19,18,23,Sometimes,['Paper'],"['Stove', 'Oven']",2398,private - hybrid
normal,female,omnivore,more frequently,coal,private,hybrid,often,217,very frequently,2258,medium,4,11,22,1,Yes,"['Paper', 'Plastic', 'Metal']",['Microwave'],2717,private - hybrid
obese,female,vegan,daily,electricity,private,hybrid,often,155,rarely,8070,small,1,20,34,21,No,"['Paper', 'Glass']","['Grill', 'Airfryer']",2671,private - hybrid
overweight,male,pescatarian,less frequently,electricity,walk/bicycle,,often,234,never,37,small,7,13,11,14,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1209,walk/bicycle
underweight,male,vegan,daily,natural gas,private,lpg,never,151,very frequently,5123,large,1,2,18,14,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",3566,private - lpg
normal,male,pescatarian,twice a day,electricity,walk/bicycle,,often,285,never,15,extra large,5,1,23,9,No,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1737,walk/bicycle
obese,male,vegan,less frequently,electricity,walk/bicycle,,never,143,rarely,5,small,4,18,10,23,Sometimes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1007,walk/bicycle
underweight,male,vegetarian,daily,natural gas,private,petrol,never,168,frequently,7584,large,5,15,48,23,Yes,"['Paper', 'Glass']",[],4851,private - petrol
obese,female,omnivore,less frequently,wood,walk/bicycle,,often,129,never,12,medium,5,8,14,16,Sometimes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1459,walk/bicycle
underweight,male,pescatarian,more frequently,coal,private,lpg,often,95,rarely,3287,medium,7,14,39,23,No,[],[],3073,private - lpg
overweight,male,vegetarian,daily,wood,public,,never,224,never,1980,small,1,11,6,5,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",916,public
overweight,male,vegetarian,more frequently,natural gas,private,electric,sometimes,104,frequently,520,small,3,17,36,17,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",2214,private - electric
overweight,female,omnivore,daily,electricity,private,petrol,never,221,rarely,353,extra large,3,1,13,19,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1469,private - petrol
underweight,female,omnivore,less frequently,electricity,public,,often,172,frequently,1002,extra large,1,12,42,19,No,"['Paper', 'Glass']",[],1674,public
normal,female,vegetarian,less frequently,natural gas,private,electric,often,185,never,1059,medium,6,19,29,5,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1308,private - electric
obese,male,vegetarian,more frequently,natural gas,private,electric,often,290,never,1454,extra large,1,10,19,9,Yes,"['Plastic', 'Metal']",[],1386,private - electric
normal,female,vegan,less frequently,coal,public,,never,66,frequently,408,medium,5,24,22,5,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave']",1663,public
underweight,female,vegetarian,less frequently,wood,private,diesel,never,60,very frequently,42,large,3,1,29,1,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1912,private - diesel
obese,female,vegan,less frequently,natural gas,private,electric,often,225,frequently,4955,extra large,5,2,0,3,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],1828,private - electric
obese,male,omnivore,less frequently,wood,walk/bicycle,,never,85,very frequently,10,large,6,18,23,6,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",3346,walk/bicycle
obese,male,omnivore,daily,coal,private,lpg,sometimes,65,frequently,2430,large,4,12,19,8,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",3340,private - lpg
normal,male,pescatarian,twice a day,natural gas,public,,sometimes,83,frequently,840,extra large,5,13,29,23,Yes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",2446,public
underweight,female,vegan,more frequently,natural gas,walk/bicycle,,often,251,very frequently,93,large,4,17,9,24,Yes,"['Paper', 'Plastic']",[],2300,walk/bicycle
normal,female,vegan,more frequently,wood,private,diesel,sometimes,85,frequently,5608,large,4,1,6,16,Yes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",2859,private - diesel
underweight,male,pescatarian,less frequently,coal,walk/bicycle,,never,235,frequently,39,small,2,1,36,3,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",1876,walk/bicycle
overweight,female,omnivore,more frequently,natural gas,walk/bicycle,,never,126,never,16,large,3,13,33,4,No,['Paper'],"['Stove', 'Oven']",1335,walk/bicycle
underweight,female,vegan,less frequently,natural gas,public,,never,279,never,426,extra large,6,20,33,1,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],1320,public
obese,female,vegan,twice a day,electricity,public,,often,184,frequently,1234,medium,1,13,39,21,No,['Paper'],"['Stove', 'Oven', 'Microwave']",2200,public
underweight,female,vegan,less frequently,natural gas,public,,often,185,rarely,1489,large,5,23,14,1,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1249,public
obese,male,pescatarian,less frequently,electricity,private,hybrid,sometimes,79,very frequently,2583,small,5,19,17,6,Yes,['Metal'],"['Stove', 'Oven', 'Grill', 'Airfryer']",3074,private - hybrid
normal,female,vegetarian,twice a day,natural gas,private,electric,sometimes,120,very frequently,115,medium,2,11,49,17,No,"['Plastic', 'Glass']",[],2509,private - electric
overweight,female,pescatarian,more frequently,wood,walk/bicycle,,often,112,very frequently,53,large,4,6,20,4,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2524,walk/bicycle
overweight,female,vegetarian,more frequently,wood,public,,never,114,never,1555,large,4,19,15,2,Sometimes,[],"['Stove', 'Oven', 'Microwave']",1351,public
obese,male,vegan,more frequently,wood,private,lpg,sometimes,271,rarely,8169,large,6,21,7,21,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4550,private - lpg
obese,female,vegetarian,more frequently,wood,walk/bicycle,,never,275,never,28,extra large,1,4,32,17,No,"['Plastic', 'Glass']","['Stove', 'Oven']",1440,walk/bicycle
overweight,male,omnivore,less frequently,coal,public,,often,253,never,505,extra large,2,24,0,6,Yes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",1607,public
underweight,male,pescatarian,daily,coal,public,,often,158,never,948,small,5,12,32,12,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1560,public
underweight,female,pescatarian,daily,electricity,public,,sometimes,247,never,712,large,1,2,17,5,Sometimes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",675,public
overweight,male,vegan,daily,wood,private,electric,never,109,very frequently,3363,large,6,17,22,20,Yes,"['Plastic', 'Metal']",['Oven'],2971,private - electric
overweight,female,vegetarian,less frequently,wood,walk/bicycle,,never,271,never,49,extra large,1,13,33,7,Sometimes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",1075,walk/bicycle
underweight,male,vegetarian,more frequently,natural gas,walk/bicycle,,sometimes,294,rarely,11,large,6,14,13,23,Sometimes,"['Paper', 'Plastic', 'Glass']",['Microwave'],1528,walk/bicycle
obese,male,vegetarian,less frequently,coal,private,petrol,never,87,very frequently,9096,medium,2,11,43,4,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",7226,private - petrol
underweight,female,omnivore,daily,coal,private,diesel,never,88,very frequently,8948,small,1,16,5,3,Yes,"['Paper', 'Metal']",['Oven'],3495,private - diesel
underweight,male,omnivore,less frequently,natural gas,walk/bicycle,,sometimes,91,rarely,43,medium,2,16,26,19,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",1537,walk/bicycle
obese,male,pescatarian,more frequently,wood,walk/bicycle,,never,227,very frequently,2,medium,6,18,10,23,No,"['Glass', 'Metal']",['Oven'],3189,walk/bicycle
obese,male,vegan,twice a day,wood,private,petrol,sometimes,246,very frequently,9739,extra large,1,5,21,21,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],7337,private - petrol
obese,male,vegan,daily,wood,public,,often,162,frequently,546,extra large,5,21,17,12,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave']",2936,public
underweight,male,vegetarian,more frequently,wood,public,,often,170,frequently,1316,large,4,6,46,3,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2344,public
obese,female,omnivore,more frequently,coal,private,diesel,often,97,rarely,1212,extra large,1,17,35,14,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2097,private - diesel
overweight,female,vegan,more frequently,wood,walk/bicycle,,often,155,very frequently,17,extra large,5,7,27,10,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2760,walk/bicycle
obese,female,vegetarian,daily,coal,private,lpg,never,121,never,7011,small,2,22,27,1,Sometimes,"['Paper', 'Plastic']",['Oven'],3131,private - lpg
overweight,male,vegan,less frequently,electricity,public,,never,294,very frequently,1056,medium,1,24,2,7,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1960,public
obese,female,omnivore,daily,natural gas,private,electric,often,202,frequently,7892,medium,3,4,49,10,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2349,private - electric
overweight,male,vegan,daily,wood,public,,never,275,never,657,extra large,2,9,38,11,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1557,public
normal,female,vegan,daily,wood,walk/bicycle,,sometimes,289,rarely,40,small,3,4,15,7,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",919,walk/bicycle
overweight,male,omnivore,daily,natural gas,public,,sometimes,246,never,1191,extra large,1,15,3,4,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",952,public
obese,male,omnivore,daily,natural gas,private,electric,often,107,rarely,2434,small,5,19,39,20,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2057,private - electric
obese,female,vegetarian,daily,electricity,private,electric,often,132,very frequently,8052,extra large,1,19,17,6,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",2415,private - electric
overweight,female,vegan,daily,coal,private,diesel,often,222,frequently,740,medium,1,13,36,23,Sometimes,['Glass'],[],2405,private - diesel
overweight,male,vegetarian,more frequently,electricity,private,lpg,often,286,rarely,3370,large,2,8,12,16,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2457,private - lpg
overweight,female,omnivore,less frequently,wood,private,petrol,sometimes,133,never,1041,large,2,4,50,6,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave']",1780,private - petrol
underweight,male,vegan,more frequently,coal,private,electric,often,82,never,8941,medium,4,17,26,16,No,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",1510,private - electric
obese,female,vegetarian,more frequently,electricity,private,petrol,never,156,frequently,8541,small,4,22,5,13,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",4506,private - petrol
obese,male,omnivore,daily,natural gas,public,,never,172,frequently,353,large,3,0,27,24,No,"['Plastic', 'Metal']",['Oven'],2584,public
overweight,female,omnivore,twice a day,natural gas,walk/bicycle,,sometimes,66,frequently,65,large,1,16,9,20,No,"['Paper', 'Plastic']","['Stove', 'Oven']",1563,walk/bicycle
overweight,male,pescatarian,less frequently,wood,private,petrol,often,259,very frequently,1904,extra large,4,24,26,1,No,"['Paper', 'Plastic']",[],4171,private - petrol
underweight,female,pescatarian,daily,coal,private,electric,sometimes,76,frequently,6819,large,4,11,48,9,Yes,[],"['Microwave', 'Grill', 'Airfryer']",2207,private - electric
normal,female,omnivore,less frequently,coal,private,lpg,sometimes,91,never,6673,large,4,18,8,12,No,"['Paper', 'Plastic']","['Stove', 'Oven']",2679,private - lpg
overweight,male,vegan,daily,electricity,walk/bicycle,,sometimes,169,never,3,medium,4,16,31,20,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",1213,walk/bicycle
normal,male,vegetarian,less frequently,coal,public,,sometimes,296,frequently,245,small,4,15,39,24,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2280,public
obese,female,vegetarian,more frequently,electricity,private,diesel,often,257,rarely,1589,medium,7,15,22,0,Sometimes,"['Glass', 'Metal']",['Oven'],1922,private - diesel
obese,male,vegetarian,more frequently,coal,private,petrol,never,152,never,1047,large,7,21,27,1,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2605,private - petrol
normal,male,pescatarian,more frequently,electricity,private,hybrid,sometimes,136,rarely,269,large,6,23,35,14,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],1605,private - hybrid
underweight,male,pescatarian,less frequently,coal,private,petrol,never,148,rarely,8073,medium,3,3,35,9,Yes,"['Paper', 'Plastic', 'Glass']",[],4185,private - petrol
underweight,male,vegetarian,less frequently,coal,walk/bicycle,,often,154,frequently,60,extra large,7,16,41,10,Sometimes,['Plastic'],"['Stove', 'Microwave']",3221,walk/bicycle
underweight,female,vegetarian,twice a day,electricity,walk/bicycle,,never,293,never,10,large,1,17,0,18,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",412,walk/bicycle
normal,male,vegetarian,twice a day,wood,walk/bicycle,,sometimes,238,very frequently,83,small,4,19,44,0,No,['Plastic'],['Oven'],2919,walk/bicycle
overweight,female,vegetarian,less frequently,wood,private,petrol,sometimes,296,frequently,6059,large,2,15,12,4,No,['Paper'],"['Stove', 'Oven', 'Microwave']",4078,private - petrol
underweight,female,vegetarian,twice a day,coal,private,hybrid,never,73,frequently,7238,large,2,10,36,7,No,"['Paper', 'Plastic', 'Metal']",[],2589,private - hybrid
normal,male,vegan,more frequently,electricity,private,hybrid,never,160,rarely,7115,large,4,0,43,8,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2515,private - hybrid
overweight,female,vegan,less frequently,wood,private,electric,often,270,very frequently,8530,small,2,16,2,4,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1948,private - electric
normal,male,vegetarian,more frequently,wood,walk/bicycle,,often,276,never,6,extra large,6,5,47,23,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2233,walk/bicycle
normal,female,vegetarian,twice a day,electricity,private,hybrid,sometimes,122,never,8874,extra large,4,15,30,5,No,['Metal'],"['Stove', 'Grill', 'Airfryer']",2435,private - hybrid
obese,male,vegetarian,daily,electricity,public,,never,199,very frequently,762,small,1,8,25,11,No,[],"['Oven', 'Microwave']",2867,public
overweight,male,vegetarian,twice a day,natural gas,public,,often,202,never,263,medium,2,20,41,6,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1554,public
